idalumno|codigoCurso|serie|p1_1|p1_2|p2|p3|p4|p5|p6|p7|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p8_7|p8_8|p8_9|p8_10|p9|p10_1|p10_2|p10_3|p11|p12|p13_1|p13_2|p13_3|p13_4|p13_5|p13_6|p13_7|p13_8|p13_9|p13_10|p14_1|p14_2|p14_3|p14_4|p14_5|p14_6|p14_7|p14_8|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p16_1|p16_2|p16_3|p16_4|p16_5|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p18_12|p18_13|p18_14|p18_15|p18_16|p18_17|p19_1|p19_2|p19_3|p19_4|p19_5|p19_6|p19_7|p20_1|p20_2|p20_3|p20_4|p20_5|p21_1|p21_2|p21_3|p21_4|p21_5|p21_6|p21_7|p21_8|p21_9|p21_10|p21_11|p21_12|p21_13|p22_1|p22_2|p22_3|p22_4|p22_5|p22_6|p23_1|p23_2|p23_3|p23_4|p23_5|p24_1|p24_2|p24_3|p24_4|p24_5|p24_6|p24_7|p25_1|p25_2|p25_3|p25_4|p25_5|p26_1|p26_2|p26_3|p26_4|p27_1|p27_2|p27_3|p27_4|p27_5|p27_6|p27_7|p27_8|p27_9|p28_1|p28_2|p28_3|p28_4
63|410|8016135|7|1977|1|1|1|2|1|1|0|0|0|0|0|0|1|2|0|0|1|2|1|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|2|4|1|1|3|2|4|3|3|3|2|3|3|4|4|4|4|4|4|4|4|2|3|2|3|3|3|1|4|4|4|4|4|3|3|3|1|3|3|3|3|2|2|3|3|2|4|4|4|4|4|4|4|4|4|4|4|1|1|1|1|4|3|2|3|2|2|2|2|3|4|3|3|2|2|2|2|2|2|2|2|2|4|2|4|1
65|410|8016137|999|1971|2|1|1|1|1|1|0|2|0|0|1|0|0|0|0|0|1|2|2|4|3|1|1|2|1|1|1|1|1|1|1|1|3|2|1|1|1|1|1|1|1|1|1|2|2|2|1|2|4|4|3|4|4|3|4|1|4|3|3|2|2|3|3|3|3|3|3|3|4|4|4|3|1|3|2|3|2|2|4|4|3|3|3|2|3|2|1|3|2|4|3|3|3|3|3|3|3|4|4|0|4|1|4|4|4|3|4|4|4|1|1|4|1|2|1|2|2|1|3|1|1|1|4|2|2|2|2|2|2|2|2|2|3|3|3|2
67|410|8016139|8|1977|2|3|4|1|1|1|0|0|0|0|0|2|0|0|1|0|1|2|1|2|3|1|2|3|1|1|1|2|3|99|1|1|1|2|1|2|1|1|3|1|2|2|2|2|2|2|2|1|3|4|1|4|4|2|4|2|4|4|4|2|4|4|4|4|4|4|4|4|4|4|4|3|1|4|2|3|1|1|3|2|4|4|4|2|1|1|1|2|2|2|99|2|2|2|2|2|3|4|4|0|4|4|4|4|4|4|4|4|4|1|1|4|1|4|1|1|1|1|4|1|1|1|3|2|2|2|2|2|2|2|2|2|4|4|4|1
68|410|8016140|4|1978|2|1|1|1|1|1|0|0|0|0|0|0|99|0|0|0|1|3|1|4|3|1|2|1|3|1|1|1|1|1|1|1|3|3|1|1|3|1|1|2|1|1|1|1|1|1|1|2|4|4|3|4|4|1|2|1|3|1|2|1|3|3|2|3|3|3|4|4|4|4|3|2|2|3|1|2|1|1|1|3|3|3|3|1|1|2|1|1|2|2|2|2|3|2|2|3|3|3|3|3|3|2|3|3|3|3|3|4|4|1|2|4|1|1|1|1|1|1|3|2|1|1|4|2|2|2|2|2|2|2|2|2|2|2|3|1
70|410|8016142|10|1987|2|3|4|1|1|1|0|0|0|0|2|0|0|0|1|0|1|3|2|4|1|1|3|1|1|1|1|1|1|1|1|1|3|3|1|3|3|1|1|1|1|1|1|1|1|1|1|1|4|3|3|4|4|3|4|1|4|3|3|2|2|3|3|3|4|3|4|4|4|4|4|3|2|4|3|2|1|1|4|4|4|4|3|2|2|1|1|2|1|3|3|2|2|2|2|1|3|4|4|4|4|3|4|4|4|4|4|4|4|1|1|4|1|1|1|1|1|2|4|3|2|1|2|2|2|2|2|2|2|2|2|2|3|2|3|2
72|410|8016144|9|1946|1|1|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|1|4|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|1|1|4|1|4|1|4|2|1|1|1|3|3|3|3|3|3|4|3|3|2|2|2|3|2|1|1|3|3|3|3|3|3|1|1|1|1|3|1|3|4|2|3|3|3|3|3|3|1|3|2|3|3|3|3|2|2|4|3|2|2|3|2|1|3|2|3|2|3|0|2|2|3|1|1|2|1|2|2|2|1|2|3|3|3|2
74|410|8016146|1|1977|2|1|1|1|1|1|0|0|0|0|0|0|2|0|1|0|1|2|1|4|3|1|1|2|1|1|1|1|1|1|1|1|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|3|4|4|3|4|2|4|4|4|2|2|4|3|3|4|4|4|4|4|4|4|4|1|4|2|4|1|1|4|4|4|3|3|2|2|2|2|2|2|3|2|3|4|3|3|3|3|4|4|4|4|2|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
75|410|8016147|2|1986|2|3|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|1|3|3|1|1|1|1|1|1|2|1|1|1|1|3|3|1|2|3|1|1|1|3|1|1|2|2|2|1|1|4|4|4|4|4|4|4|3|4|4|4|3|2|4|3|3|4|4|4|4|4|4|3|4|3|4|3|4|1|1|4|4|4|4|4|3|1|2|3|2|2|3|3|2|3|3|3|2|2|4|4|3|4|3|4|4|4|4|4|4|4|1|1|4|1|3|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|3|2|1
76|410|8016148|11|1976|1|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|3|0|2|2|2|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|2|1|1|1|1|1|1|1|3|2|1|3|1|3|2|2|3|2|2|1|3|2|2|2|1|4|1|4|3|3|3|3|1|4|1|3|1|1|4|4|4|3|3|2|1|2|1|2|2|2|2|3|3|3|3|2|3|3|3|3|3|3|3|3|3|3|3|3|3|1|1|3|1|2|1|1|1|1|4|1|1|1|3|2|2|2|2|2|2|2|2|2|3|3|3|2
77|410|8016149|2|1979|1|3|1|1|1|1|0|0|0|0|0|0|0|99|0|0|1|3|1|4|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|3|4|4|4|4|3|4|4|3|2|1|2|2|3|4|3|4|4|3|3|2|3|2|4|2|3|1|1|4|3|3|3|3|2|2|2|2|3|2|3|3|2|3|3|3|3|2|4|4|3|3|2|4|4|4|4|4|4|4|2|2|4|2|1|1|1|1|1|4|3|1|1|4|2|2|2|2|2|2|2|2|2|3|3|2|1
78|410|8016150|5|1973|2|1|1|1|1|1|0|0|0|1|2|0|0|0|0|0|2|1|1|2|1|1|1|1|1|2|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|2|2|1|1|1|4|1|1|4|4|1|4|2|4|4|4|3|4|4|4|4|4|2|4|4|4|4|4|3|3|4|4|3|1|1|3|2|3|3|3|2|1|1|1|1|1|1|2|2|4|2|4|2|4|4|4|4|4|4|4|4|4|0|4|4|4|1|1|4|1|1|1|1|1|1|99|1|1|1|4|2|2|2|2|2|2|2|2|2|4|4|4|2
79|410|8016151|6|1972|2|1|1|1|1|1|0|0|0|0|2|0|1|0|0|0|1|2|4|3|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|3|1|1|3|1|4|3|4|1|1|3|1|4|4|4|4|4|4|4|4|0|0|0|0|0|0|0|3|3|4|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|2|0|3|3|4|3|3|3|3|3|3|1|1|4|4|3|2|2|2|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|4|2|2|2
81|417|8016326|1|1971|1|1|4|1|1|1|0|0|0|0|0|0|0|0|99|0|1|3|2|3|3|1|2|2|3|3|3|2|3|3|1|1|1|1|1|1|2|2|1|1|3|1|2|3|3|3|1|1|2|4|4|4|4|2|3|3|3|4|4|3|4|3|4|4|4|4|3|3|4|3|3|4|1|4|1|3|1|1|4|3|3|3|3|2|2|2|1|1|1|3|2|2|3|1|2|2|4|4|3|4|4|1|4|4|4|4|4|4|4|1|1|4|2|1|2|2|2|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|2|1
83|417|8016328|10|1971|2|5|1|1|1|1|0|0|0|0|0|2|0|0|1|0|1|2|3|4|3|1|2|1|1|1|1|1|2|1|1|1|2|2|1|1|2|1|1|1|1|2|1|2|2|2|1|1|4|3|2|4|4|2|4|1|4|4|4|3|3|4|2|4|4|4|4|4|4|4|2|3|2|4|2|3|2|1|4|4|4|4|3|1|1|1|1|2|3|3|3|2|2|2|2|3|1|1|1|1|1|4|3|3|3|1|3|4|4|1|1|1|1|3|2|1|1|2|3|3|1|2|3|2|1|2|2|2|2|2|2|2|4|1|3|1
89|417|8016334|10|1982|2|1|1|1|1|1|0|0|0|0|0|1|0|0|0|2|1|2|2|3|4|1|1|1|1|1|1|1|2|1|1|1|2|2|1|2|1|1|1|2|1|1|1|2|1|1|1|1|1|1|1|2|2|3|4|2|4|4|4|2|1|3|3|4|3|4|4|4|4|4|3|0|1|4|2|4|1|4|4|4|3|4|4|2|2|2|2|2|1|2|2|2|1|1|1|2|2|3|4|2|1|3|3|3|3|3|3|4|4|1|1|4|1|1|3|2|2|3|3|4|4|1|4|2|1|2|1|2|2|2|2|2|3|3|4|3
91|417|8016336|2|1964|2|1|1|1|1|1|0|0|0|0|0|2|0|0|1|0|1|3|1|4|3|1|3|3|1|3|3|0|1|1|1|1|2|1|1|1|1|1|2|1|2|1|1|2|1|1|1|1|4|4|3|4|4|4|4|1|4|3|4|3|3|4|4|4|3|4|4|4|4|4|3|4|1|4|1|4|1|2|3|4|3|3|3|2|2|2|1|2|1|2|2|3|3|2|3|3|4|4|4|3|4|3|4|4|4|3|3|4|4|1|1|4|1|1|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
93|417|8016338|1|1969|2|1|4|1|1|1|0|0|0|0|0|1|0|0|2|0|1|4|4|4|5|1|1|1|1|1|1|1|1|1|1|1|3|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|3|4|1|4|4|1|4|4|4|1|1|4|1|4|3|4|4|4|4|4|4|3|1|4|1|3|1|1|4|4|4|4|4|1|2|3|1|3|2|4|2|1|4|2|4|1|4|4|4|3|4|4|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|2|1
94|417|8016339|1|1969|2|1|4|1|1|1|0|0|0|0|0|1|0|0|2|0|1|4|4|4|5|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|3|3|3|4|1|4|4|1|4|4|4|1|1|1|1|1|3|4|4|4|4|4|4|3|1|4|1|3|1|1|4|4|4|4|4|2|2|2|1|2|1|4|2|1|4|2|4|1|4|4|4|0|4|4|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
95|417|8016340|10|1968|2|1|4|1|1|1|0|0|0|0|0|0|1|0|2|0|1|4|1|4|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|1|2|4|3|4|1|2|4|4|1|1|2|1|2|4|4|4|4|4|3|3|4|2|3|3|3|1|1|4|3|4|3|4|1|1|2|1|3|3|4|4|2|2|2|2|2|3|3|4|3|3|3|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|2|3|3|1|2|3|2|2|2|2|2|2|2|2|2|4|1|2|1
96|417|8016341|3|1953|1|1|4|1|1|1|0|0|0|0|0|0|0|0|2|1|0|4|2|4|4|1|2|1|2|1|1|2|1|1|1|1|1|2|1|1|1|1|1|1|2|2|1|3|2|3|1|1|4|4|4|4|1|2|4|3|3|4|4|3|3|3|4|4|3|3|3|4|4|4|4|4|4|4|2|4|1|1|3|3|3|3|4|2|3|4|2|1|1|3|2|3|3|2|2|1|3|4|4|4|4|2|4|4|4|4|4|4|4|1|1|4|1|2|2|2|2|3|4|4|1|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
97|417|8016342|10|1966|2|3|1|1|1|1|0|0|0|0|0|0|0|0|0|1|1|3|3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|2|2|2|1|1|2|1|1|1|2|2|1|4|3|3|4|4|2|3|1|3|2|3|1|2|3|3|4|4|4|3|4|4|3|2|4|2|4|1|3|1|1|4|3|3|3|4|3|2|3|1|2|3|3|3|2|2|2|2|2|3|3|3|3|3|2|3|3|4|3|3|4|4|1|1|4|1|1|2|2|2|1|3|1|2|1|2|2|2|2|2|2|2|2|2|2|4|2|2|1
98|417|8016343|2|1971|2|1|4|1|1|1|0|0|0|0|1|0|0|0|2|0|1|2|0|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|3|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|4|1|2|1|1|4|3|2|3|3|1|1|1|1|1|1|3|3|3|4|2|3|2|3|4|4|4|4|3|4|4|4|4|3|4|4|1|1|4|1|4|1|1|1|1|1|1|1|1|4|2|2|2|2|2|2|2|2|2|3|1|1|1
100|418|8016351|1|1979|1|3|1|1|1|1|0|0|0|0|0|0|1|0|0|0|1|3|0|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|3|3|1|4|1|3|2|3|99|1|4|3|3|3|4|4|4|4|4|4|3|3|4|2|4|2|2|4|4|4|4|4|3|2|2|1|2|2|3|3|2|2|2|3|1|4|4|4|3|4|3|4|4|4|4|4|4|4|2|2|4|2|2|2|2|2|3|3|2|2|2|4|2|2|2|2|2|2|2|2|2|4|3|2|1
105|418|8016356|2|1974|2|1|1|1|1|1|0|0|0|0|0|1|2|0|0|0|1|2|1|4|2|2|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|2|1|1|1|1|1|1|4|4|1|1|4|3|3|1|4|3|4|2|3|3|3|3|3|4|4|4|3|3|3|2|1|4|1|3|1|1|4|3|3|3|4|1|1|2|1|2|2|2|2|2|4|3|4|3|3|4|4|3|4|3|4|4|4|4|4|4|4|1|1|4|1|1|4|1|1|1|1|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|3|2
106|418|8016357|7|1971|2|6|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|4|3|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|2|4|4|3|3|2|4|2|4|1|1|3|2|2|2|4|4|3|3|4|3|4|3|4|2|3|1|1|4|3|4|3|3|2|2|3|1|3|1|3|3|1|4|4|4|3|2|4|4|4|4|3|3|3|3|3|4|4|4|1|2|4|1|2|2|3|2|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|3|3|2
107|418|8016358|5|1985|2|1|1|1|1|1|0|0|0|0|2|0|1|0|0|0|1|3|1|4|1|2|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|4|4|4|3|1|1|3|2|4|1|1|3|2|2|4|3|4|3|4|3|2|2|2|2|1|2|1|1|3|2|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|2|2|2|3|0|3|3|4|4|4|2|4|3|4|2|1|4|1|1|2|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|1|4|1
108|418|8016359|8|1971|2|1|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|0|0|3|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|4|3|3|4|4|3|3|1|3|2|3|1|3|3|3|3|3|3|4|3|3|3|3|4|2|4|2|4|1|2|4|4|4|3|3|1|1|1|1|2|2|3|3|4|3|4|4|3|3|3|3|3|3|2|3|3|3|3|3|4|4|2|1|4|1|1|3|3|3|3|4|2|2|2|3|2|2|2|2|2|2|2|2|2|3|3|4|2
109|418|8016360|12|1927|2|6|3|1|1|1|0|0|1|0|2|0|0|0|0|0|1|2|0|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|3|3|3|1|1|1|3|1|3|1|1|1|1|1|1|4|4|4|1|3|1|1|1|1|1|1|1|1|3|3|3|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|2|2|3|2|2|3|2|2|2|3|2|2|2|4|2|2|2|2|2|2|2|2|2|3|2|2|2
110|418|8016361|999|1972|2|1|4|1|1|1|0|0|0|0|0|0|99|0|0|0|1|2|1|3|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|0|3|4|3|3|4|2|4|3|3|2|2|2|2|2|4|4|4|4|4|3|3|4|2|4|2|3|2|3|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|3|4|4|3|3|4|3|3|3|3|3|4|4|1|1|4|1|1|2|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|3|3|2
115|418|8016366|11|1988|2|3|1|1|1|0|0|0|0|0|0|0|0|0|1|0|1|4|4|4|3|1|1|1|1|1|1|1|3|1|2|1|1|1|1|1|2|2|2|1|1|1|1|1|1|1|1|1|4|2|4|4|3|3|3|1|3|3|3|1|1|2|2|2|3|4|4|3|3|3|2|3|1|3|1|3|1|1|3|2|3|2|3|3|2|2|1|2|2|2|1|1|2|3|3|2|3|2|2|2|2|3|3|3|3|3|3|4|4|1|1|4|1|1|1|2|2|2|3|1|4|4|3|1|1|2|2|2|2|2|1|2|4|2|2|2
116|418|8016367|6|1978|2|3|1|1|1|1|0|0|0|0|0|0|0|0|1|0|1|4|4|4|3|1|3|3|2|1|2|2|3|3|1|1|1|1|1|1|1|2|3|1|2|1|1|1|2|1|1|1|4|4|4|4|4|2|4|2|4|4|4|3|3|3|4|4|4|4|4|4|4|4|3|3|1|4|2|4|2|2|4|4|4|4|4|3|2|3|2|2|2|2|2|3|3|2|3|2|2|4|3|3|4|3|4|4|4|4|4|4|4|1|1|4|1|1|2|3|2|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|1|2|1
120|420|8016415|9|1960|2|1|1|1|1|1|0|0|0|0|0|0|1|0|0|0|1|2|0|4|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|2|3|3|3|1|3|3|3|1|2|2|2|2|3|3|4|4|4|3|2|3|2|3|2|3|2|0|3|3|4|3|3|2|2|2|1|2|2|3|3|3|2|2|2|2|3|3|3|3|3|2|3|3|3|3|3|4|4|1|1|4|1|1|3|3|2|2|3|1|2|2|3|2|2|2|2|2|2|2|2|2|3|2|3|2
121|420|8016416|7|1969|2|1|4|1|1|1|0|0|0|0|0|0|0|0|99|0|1|4|4|4|5|1|3|3|2|3|3|3|3|3|1|1|1|3|1|1|3|1|1|1|3|1|1|1|1|3|2|0|4|4|3|4|4|4|4|3|4|4|4|3|4|4|4|4|4|2|3|3|3|3|2|4|1|4|1|4|1|1|4|4|4|4|4|3|3|3|3|3|2|2|2|3|2|1|1|2|3|4|4|3|4|3|4|4|4|4|4|4|4|1|1|4|1|1|3|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|3|2|3|2
124|420|8016419|4|1972|1|1|5|1|1|1|0|0|0|0|0|0|99|0|0|0|1|3|2|4|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|2|4|4|3|4|2|4|3|3|2|2|3|2|3|3|4|3|4|3|3|3|3|2|3|2|1|1|1|4|4|4|3|3|2|1|2|1|2|2|3|4|3|4|3|3|2|3|4|3|3|4|3|3|3|3|1|3|3|3|2|2|4|2|3|1|2|2|2|4|3|2|2|4|2|2|2|2|2|2|2|2|2|3|2|1|1
126|420|8016421|11|1974|2|1|1|1|1|1|0|0|0|0|1|0|0|0|2|0|1|2|1|4|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|2|1|1|3|1|1|2|0|2|2|1|2|1|2|3|1|2|2|3|4|2|4|2|3|1|1|1|1|1|2|4|0|3|4|4|3|0|0|0|0|0|0|0|0|0|0|0|0|3|2|2|1|3|3|2|2|2|2|2|2|2|2|4|4|4|4|3|3|4|4|4|4|4|4|2|3|4|2|1|4|2|1|1|1|1|1|1|4|2|2|2|2|2|2|2|2|2|1|1|1|1
127|420|8016422|6|1981|2|1|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|3|3|4|4|1|1|1|1|2|2|1|2|1|1|1|2|1|1|1|2|2|3|1|1|1|1|1|1|1|1|2|4|4|1|4|4|2|4|1|4|4|4|3|2|3|2|2|4|4|4|3|4|4|3|3|3|3|2|3|2|2|4|3|4|3|3|3|2|2|1|3|3|4|4|3|3|3|3|3|3|3|2|3|2|3|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|3|3|2|2|2|3|2|2|2|2|2|2|2|2|2|3|2|3|2
129|420|8016424|2|1974|2|5|1|1|1|1|0|0|0|0|0|0|1|0|0|0|1|2|1|3|3|2|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|2|1|1|1|1|1|1|1|1|1|4|3|1|2|1|3|4|1|4|4|4|1|2|4|4|4|4|4|3|4|4|4|4|4|1|4|1|4|1|1|4|4|4|4|4|3|3|2|1|4|2|3|2|3|4|4|4|1|4|4|4|4|4|4|4|4|4|4|4|4|4|1|1|4|1|1|4|4|4|4|4|1|1|1|4|2|2|2|2|2|2|2|2|2|1|1|1|1
131|420|8016427|6|1967|2|1|1|1|1|1|0|0|0|0|2|0|0|0|1|0|1|4|1|4|5|1|2|2|1|1|1|2|3|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|4|4|4|4|4|4|1|4|4|3|2|3|3|3|3|2|4|3|3|4|3|2|3|1|4|1|3|1|1|4|3|4|3|2|1|1|2|1|2|1|3|2|3|3|3|3|3|4|4|4|4|4|3|4|4|4|4|4|4|4|1|1|4|1|1|1|1|1|2|4|2|2|1|1|2|2|2|2|2|2|2|2|2|3|1|1|1
132|420|8016428|2|1977|1|6|4|1|1|1|0|0|0|0|0|0|0|0|1|2|1|3|3|3|2|1|1|1|1|1|2|1|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|2|1|1|3|1|3|4|4|4|2|4|3|4|3|3|3|3|3|3|3|3|3|3|3|2|4|1|4|1|4|1|1|3|2|4|4|4|1|1|4|1|1|1|1|1|4|4|1|1|1|4|4|4|4|4|1|4|4|4|4|4|4|4|1|1|4|1|1|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|1|1
133|420|8016429|2|1986|2|3|4|1|1|0|0|0|0|0|0|1|0|0|0|0|1|4|3|4|3|1|2|1|1|1|1|1|1|1|1|1|1|2|1|2|1|1|2|2|1|2|2|3|3|2|3|2|3|4|3|4|4|2|4|2|4|4|4|2|2|3|4|4|3|3|3|3|4|3|3|4|1|4|2|0|1|1|4|4|4|4|3|2|3|3|2|3|3|3|3|3|3|3|3|3|3|4|4|3|4|2|4|4|4|3|4|4|4|1|1|4|1|1|2|2|3|3|3|2|3|2|2|2|2|2|2|2|2|2|2|2|4|2|2|1
135|420|8016431|11|1991|2|6|1|1|1|1|0|0|0|0|2|0|1|0|0|0|1|2|2|2|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|2|2|1|1|2|4|4|3|4|2|3|3|2|4|3|4|2|3|3|3|3|4|4|4|4|4|4|3|3|1|4|3|2|2|3|3|3|4|3|3|2|2|1|1|1|1|2|2|2|2|2|2|2|3|4|4|3|3|3|4|3|4|3|3|4|4|1|1|4|1|2|1|1|1|2|4|2|1|1|0|2|1|2|1|2|2|2|2|2|3|2|2|1
136|420|8016432|1|1976|2|3|1|1|1|1|0|0|0|0|0|0|0|0|1|0|1|2|3|3|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|3|1|1|1|1|4|4|3|4|4|3|4|1|3|3|4|2|4|4|4|4|3|4|4|4|4|4|3|4|1|1|1|3|1|1|4|3|3|3|3|2|2|3|1|2|2|3|3|3|3|2|3|3|3|2|3|3|2|4|1|1|4|4|4|4|4|1|1|4|1|4|2|2|2|2|4|2|2|0|4|2|2|2|2|2|2|2|2|2|1|4|3|1
137|420|8016433|6|1974|2|1|1|1|1|1|0|0|0|0|0|0|2|0|0|1|1|4|3|4|3|1|2|2|1|3|2|1|1|3|1|1|3|3|2|3|3|3|2|2|2|1|1|3|3|3|1|3|4|3|3|4|3|2|4|1|4|4|4|2|2|4|3|2|4|4|3|3|4|4|4|3|2|4|2|2|1|1|4|4|4|4|4|2|3|2|1|2|3|3|3|2|3|3|3|2|3|4|4|3|4|2|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|2|3|1|1|1|3|2|2|2|2|2|2|2|2|2|4|1|1|1
138|420|8016434|3|1974|2|1|4|1|1|1|0|0|0|0|0|0|99|0|0|0|1|2|4|4|3|1|2|2|1|1|1|1|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|4|1|4|4|2|4|2|4|4|3|4|3|3|3|3|3|3|3|3|3|3|3|4|1|4|1|4|2|1|4|4|3|3|3|1|2|3|2|2|2|1|1|3|3|2|3|2|3|4|4|3|4|2|4|4|4|4|4|4|4|1|1|4|1|2|2|2|2|2|4|2|1|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
139|420|8016435|2|1971|1|6|1|1|1|1|0|0|0|0|0|0|0|0|99|0|1|2|1|3|1|2|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|2|1|1|1|1|1|1|1|4|4|3|3|3|3|1|1|3|2|2|1|2|3|3|3|3|3|4|4|4|3|3|3|2|3|1|3|1|2|4|3|2|3|1|1|1|2|1|2|3|2|2|3|3|2|3|1|3|3|3|3|3|3|4|4|4|3|4|4|4|1|1|1|1|3|1|2|2|3|4|2|2|1|3|2|1|2|2|2|2|2|2|2|2|3|3|2
140|420|8016436|12|1970|2|5|1|1|1|1|0|0|0|0|0|0|2|0|0|1|1|4|2|4|4|1|1|1|1|1|1|1|1|1|1|1|3|3|1|1|2|1|1|1|1|1|1|1|2|1|1|1|4|4|4|3|2|4|4|1|4|3|3|3|2|3|2|2|4|4|4|3|3|4|3|4|1|3|2|4|1|1|4|3|3|3|3|3|2|3|1|3|3|3|3|3|3|3|3|1|3|4|3|2|3|2|4|4|3|2|3|4|4|1|1|4|1|1|1|2|2|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
